price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqm_living,sqm_lot,sqm_basement,sqm_living15,sqm_price_per_lot,sqm_price_per_living,sqm_lot15,sqm_above
189000.0,2,1.0,1.0,0,0,4,7,1921,0,98002,47.3089,-122.21,111.4836,915.09455,0.0,98.47718,1.7826057868020306,14.6322225,54842.14718577441,12916.6980614189
230000.0,3,1.0,1.0,0,0,4,7,1969,0,98003,47.3343,-122.306,116.12875,908.033922,0.0,118.91584,2.186176590955596,17.094152,95260.64820296438,13454.89381397802
385000.0,4,1.75,1.0,0,0,4,7,1947,0,98133,47.7025,-122.341,150.50286,462.65694,70.60628,130.0642,7.182260040160642,22.07879938271605,53604.296954888436,9256.966944016878
2000000.0,3,2.75,1.0,0,4,3,9,1968,0,98040,47.5316,-122.233,283.35415,4168.278901,66.89016,381.83133,4.141261951991441,60.92,218894.97648084562,25079.92206925503
285000.0,5,2.5,2.0,0,0,3,8,1995,0,98092,47.3266,-122.169,210.88981,585.2889,0.0,208.10272,4.202754761904762,11.664033039647578,75401.22493353282,24434.087166184083
252700.0,2,1.5,1.0,0,0,3,7,1985,0,98030,47.3533,-122.166,99.40621,895.863629,0.0,113.34166,2.4345730685471327,21.940736542056076,90266.19161921574,11517.389104765185
329000.0,3,2.25,2.0,0,0,4,8,1985,0,98030,47.3739,-122.172,227.61235,603.8695,0.0,204.3866,4.702321076923076,12.475545714285714,73894.27682636729,26371.59187539692
233000.0,3,2.0,1.5,0,0,5,6,1941,0,98002,47.3048,-122.218,158.86413,436.365391,0.0,95.69009,4.608558441558442,12.658712865497076,50644.22031581327,18406.29473752193
937000.0,3,1.75,2.0,0,0,3,8,1915,0,98119,47.6386,-122.36,227.61235,250.001973,65.0321,163.50928,32.348610553697505,35.53065755102041,38459.468477874776,18836.851339569228
667000.0,3,1.0,1.5,0,0,5,8,1909,0,98112,47.6221,-122.314,130.0642,146.879643,0.0,172.79958,39.19437128399747,44.26164357142857,41559.476012615305,15069.481071655382
438000.0,3,1.75,1.0,0,0,3,7,1948,0,98115,47.695,-122.304,141.21256,592.72114,67.81919,141.21256,6.377980250783699,26.770732894736838,67113.01034412236,8503.492890434109
719000.0,4,2.5,2.0,0,0,3,8,2005,0,98052,47.7073,-122.11,238.76071,666.393219,0.0,244.33489,9.312317998048236,25.99115058365759,64863.35209842524,27663.26168153881
580500.0,3,2.5,2.0,0,0,3,8,2003,0,98027,47.5391,-122.07,215.53496,369.75394,0.0,239.68974,13.550299371859296,23.245772198275862,42840.38190370602,24972.282918743207
280000.0,2,1.5,3.0,0,0,3,7,2005,0,98133,47.7274,-122.357,110.55457,117.522295,0.0,129.13517,20.563509881422924,21.859529411764704,18901.43482987632,12809.058910907075
687500.0,4,1.75,1.5,0,0,4,7,1929,0,98117,47.6823,-122.368,216.46399,464.515,76.18046,135.63838,12.7741625,27.41236587982833,53819.57525591208,16253.511727285448
535000.0,3,1.0,1.5,0,0,4,8,1929,0,98117,47.6889,-122.375,101.26427,278.709,0.0,145.85771,16.567701666666668,45.59917889908257,54680.68846000668,11732.667405788834
322500.0,4,2.75,1.0,0,0,3,7,1981,0,98058,47.4276,-122.157,191.38018,618.641077,72.46433999999999,187.66406,4.499356885418231,14.544280339805827,93861.33924631067,13777.811265513492
696000.0,3,2.5,1.5,0,0,3,8,1930,2002,98115,47.6827,-122.31,213.6769,284.28318,73.39337,147.71577,21.130878431372548,28.113255652173915,35133.418727059405,16253.511727285448
550000.0,4,1.0,1.0,0,0,1,5,1933,0,98052,47.6621,-122.132,154.21898,3237.483744,67.81919,200.67048,1.4662720959595958,30.781114457831322,123429.81389190877,10010.440997599648
640000.0,4,2.0,2.0,0,0,4,8,1904,0,98107,47.6702,-122.362,219.25108,557.418,0.0,160.72219,9.909653333333333,25.194033898305086,50590.40074055736,25402.8395207905
240000.0,4,1.0,1.0,0,0,2,7,1969,0,98001,47.3341,-122.282,113.34166,750.191725,30.657989999999998,119.84487,2.7612037151702786,18.276,83958.53739922284,9579.88439555235
605000.0,4,2.5,2.0,0,0,3,8,1996,0,98056,47.5301,-122.18,243.40586,701.696359,0.0,243.40586,7.441588110684496,21.452791984732823,127918.36646825183,28201.45743409793
625000.0,4,2.5,2.0,0,0,3,9,2000,0,98074,47.6145,-122.027,238.76071,512.82456,0.0,229.47041,10.518908514492754,22.593142023346303,61020.63442515312,27663.26168153881
775000.0,4,2.25,1.0,0,0,3,8,1984,0,98166,47.445,-122.347,392.05066,2246.951958,150.50286,223.89623,2.9769215661953194,17.061569905213272,329558.78712205205,27986.17913307428
861990.0,5,2.75,2.0,0,0,3,9,2014,0,98053,47.6848,-122.016,333.986285,523.880017,0.0,336.773375,14.201357859549566,22.275787752433935,60697.716973617644,38696.274609000786
685000.0,3,1.0,2.0,0,0,3,7,1922,0,98119,47.6413,-122.364,145.85771,211.81884,0.0,146.78674,27.91164692982456,40.534111464968156,28416.73573512158,16899.346630356395
309000.0,3,1.0,1.0,0,0,4,6,1959,0,98058,47.4485,-122.175,118.91584,897.071368,33.44508,124.49002,2.972972970173985,22.42736484375,94808.56377081473,9902.801847087823
488000.0,3,2.5,2.0,0,0,3,8,2003,0,98019,47.7443,-121.977,293.57348,1263.759509,0.0,283.35415,3.3328430493273538,14.347045569620255,99372.46375251607,34013.971561736435
210490.0,3,1.0,1.0,0,0,3,6,1966,0,98023,47.3066,-122.371,91.97397,792.276784,0.0,114.084884,2.2930525879455907,19.752679262626263,95153.00905245256,10656.275900670593
785000.0,4,2.5,2.0,0,0,4,9,1981,0,98007,47.6194,-122.151,212.74787,1246.386648,0.0,248.98004,5.435961165772212,31.8466615720524,147304.17747543135,24649.365467207732
450000.0,3,1.75,1.0,0,0,4,7,1953,0,98115,47.6796,-122.301,116.12875,553.980589,0.0,90.11591,7.010959248700318,33.44508,54895.96676103032,13454.89381397802
1350000.0,3,2.5,1.0,1,2,5,9,1953,0,98070,47.4041,-122.451,255.761959,6039.159515,54.626964,248.98004,1.9293754326590264,45.55722847802397,780523.7721063906,23303.87608580993
228000.0,3,1.0,1.0,0,0,3,7,1955,0,98148,47.4258,-122.322,110.55457,854.614697,0.0,110.55457,2.302628981411023,17.799902521008402,100793.30053927214,12809.058910907075
345000.0,5,2.5,1.0,0,0,4,8,1966,0,98056,47.4934,-122.189,292.64445,848.576002,140.28353,184.87697,3.5090360192686667,10.175090476190476,98306.836162449,17652.820683939164
600000.0,3,1.75,1.0,0,0,4,7,1950,0,98117,47.6808,-122.384,130.99323,379.04424,38.09023,130.99323,13.662205882352941,39.5331914893617,43916.77340882426,10763.915051182415
585000.0,2,1.75,1.0,0,0,3,7,1981,0,98117,47.6989,-122.369,183.94794,794.32065,91.97397,137.49644,6.356521052631579,27.448613636363635,72527.25961486711,10656.275900670593
920000.0,5,2.25,1.5,0,0,3,8,1927,0,98105,47.6571,-122.281,253.62519,557.418,55.7418,253.62519,14.245126666666668,31.307970695970695,64583.4903070945,22927.139059018547
885000.0,4,2.5,2.0,0,0,3,9,1995,0,98105,47.6597,-122.29,262.91549,464.515,0.0,181.16085,16.443831,29.052704946996464,53819.57525591208,30461.87959484624
292500.0,4,2.5,2.0,0,0,3,7,2008,0,98042,47.3663,-122.114,209.03175,417.59898499999997,0.0,209.03175,6.04541212458287,12.07739,48437.617730320875,24218.808865160438
301000.0,3,2.5,2.0,0,0,3,8,2003,0,98042,47.3663,-122.122,224.82526,441.28925,0.0,249.90906999999999,5.887116421052632,11.555290495867768,51128.59649311648,26048.67442386145
951000.0,5,3.25,2.0,0,4,4,8,1968,0,98008,47.588,-122.116,301.93475,1332.414826,0.0,274.99288,6.160281202063868,27.18484707692308,118876.67782525861,34982.72391634285
430000.0,4,3.0,2.0,0,0,3,8,1991,0,98059,47.5059,-122.149,171.87055,926.800328,0.0,210.88981,4.004439655172414,21.59367027027027,91945.3623672002,19913.24284468747
650000.0,3,2.25,1.0,0,3,4,8,1959,0,98166,47.4336,-122.339,199.74145,1972.795205,52.02568,238.76071,2.84374617376972,28.086953488372092,203437.99446734766,17114.62493138004
289000.0,3,1.75,1.0,0,0,3,7,1954,0,98148,47.4366,-122.335,117.05778,780.3851999999999,0.0,119.84487,3.1963055952380954,21.30870396825397,94184.25669784614,13562.532964489845
505000.0,3,1.75,2.0,0,0,5,8,1973,0,98166,47.4428,-122.344,234.022657,807.32707,0.0,232.2575,5.398850978135789,18.624857086145298,102257.19298623296,27114.302013928507
549000.0,3,1.75,3.0,0,0,3,8,2014,0,98115,47.6765,-122.32,143.07062,96.990732,0.0,146.78674,48.854163793103446,33.119316233766234,33260.49750815367,16576.42917882092
425000.0,3,2.25,1.0,0,0,3,7,1979,0,98122,47.6113,-122.297,154.21898,557.418,51.09665,133.78032,6.580629166666666,23.785406626506024,43916.77340882426,11947.945706812481
317625.0,3,2.75,1.5,0,0,5,7,1925,0,98144,47.5747,-122.304,257.34131,353.867527,92.903,133.78032,7.746997998162247,10.652821435018051,43055.66020472966,19052.129640592877
975000.0,4,2.5,2.0,0,0,3,10,1989,0,98004,47.5815,-122.192,252.69616,1026.485247,0.0,255.48325,8.198065435786043,33.30162683823529,118930.49740051452,29277.848939216172
287000.0,4,2.5,2.0,0,0,3,7,2005,0,98001,47.3378,-122.257,208.10272,431.813144,0.0,206.337563,5.736480421686747,11.903196875,49051.16088823827,24111.16971464861
204000.0,3,1.0,1.0,0,0,4,7,1968,0,98042,47.3621,-122.11,92.903,1121.33921,0.0,93.83203,1.5701915492957745,18.952212,136002.06667168983,10763.915051182415
1325000.0,5,2.25,1.0,0,0,3,8,1965,0,98004,47.6303,-122.215,297.2896,1872.738674,148.6448,314.94117,6.106581754142276,38.4676484375,216978.99960173515,17222.264081891866
1040000.0,5,3.25,1.0,0,0,4,11,1973,0,98005,47.6525,-122.16,443.14731,4653.882882,157.9351,327.94759,1.928756338084401,20.255580712788262,418899.2820468661,33045.219207130016
325000.0,3,2.0,1.0,0,0,4,7,1972,0,98034,47.7362,-122.179,117.05778,521.371636,0.0,152.36092,5.380163043478261,23.9630753968254,51074.77691786057,13562.532964489845
571000.0,4,2.0,1.5,0,0,5,7,1916,0,98125,47.7168,-122.287,255.48325,725.293721,46.4515,140.28353,6.79487805815294,19.29004109090909,84033.88480458112,24218.808865160438
360000.0,4,2.5,2.0,0,0,3,8,2005,0,98038,47.3608,-122.036,221.10914,464.515,0.0,224.82526,6.689016,14.05255462184874,53819.57525591208,25618.11782181415
349000.0,3,1.75,1.0,0,0,5,7,1965,0,98042,47.3511,-122.073,166.29637,4694.295687,65.0321,180.23182,0.6416740287755546,18.113489944134077,543889.8636211964,11732.667405788834
832500.0,4,4.0,2.0,0,0,4,10,1986,0,98075,47.5822,-121.987,318.65729,3261.081106,96.61912,301.00572,2.2033430431314454,22.54861443148688,376952.3050924082,25725.756972325973
380000.0,4,1.75,1.0,0,0,3,7,1956,0,98008,47.6034,-122.125,163.50928,678.1919,81.75464,156.07704,4.836046575342466,20.058602272727274,80729.36288386812,9472.245245040525
480000.0,3,1.0,1.0,0,0,3,7,1941,0,98116,47.5636,-122.394,96.61912,470.08918,0.0,82.68367,8.812932806324111,42.87830769230769,54465.410158983024,11194.471653229713
410000.0,3,1.0,1.0,0,0,4,7,1956,0,98133,47.7073,-122.34,130.99323,470.08918,46.4515,104.98039,7.527713438735177,27.0143475177305,61278.96838638149,9795.162696575999
720000.0,4,2.5,2.0,0,0,3,10,2002,0,98010,47.342,-122.025,320.51535,3686.669749,0.0,311.22505,1.6856124788952447,19.38845217391304,427865.623284501,37135.506926579335
390000.0,3,2.5,2.0,0,0,3,8,2003,0,98038,47.3512,-122.008,218.32205,473.8053,0.0,218.32205,7.104347058823529,15.417944680851063,57726.876419491295,25295.20037027868
360000.0,4,2.5,2.0,0,0,3,7,1992,0,98038,47.349,-122.031,176.5157,547.105767,0.0,173.72861,5.679246051961283,17.602673684210526,68942.87590282338,20451.43859724659
355000.0,2,1.0,1.0,0,0,3,7,1948,0,98118,47.5474,-122.291,187.66406,624.30816,93.83203,159.79316,4.907822172619047,16.327012376237622,72333.50914394583,10871.55420169424
356000.0,3,1.5,1.0,0,0,3,8,1964,0,98059,47.4811,-122.149,156.07704,809.370936,0.0,171.87055,3.796311753902663,19.686588095238093,94690.16070525172,18083.37728598646
315000.0,3,1.0,1.0,0,0,3,6,1952,0,98125,47.7264,-122.31,89.18688,616.318502,0.0,145.85771,4.4112820319565875,30.483796875,77532.48011366694,10333.35844913512
940000.0,3,1.5,2.0,0,0,3,9,1925,0,98119,47.6337,-122.365,198.81242,334.4508,22.29672,187.66406,24.258005555555552,40.807859813084114,51666.7922456756,20451.43859724659
305000.0,5,2.25,1.5,0,0,5,7,1961,0,98092,47.2909,-122.189,247.12198,780.3851999999999,0.0,147.71577,3.3732636904761906,10.652411654135339,87887.36639290443,28632.01403614523
461000.0,3,3.25,2.0,0,0,3,9,2006,0,98056,47.5228,-122.199,257.34131,583.245034,73.39337,176.5157,6.821962886269513,15.461474007220216,79104.01171113958,21312.551801341186
215000.0,2,2.25,2.0,0,0,4,7,1979,0,98056,47.518,-122.194,149.57383,189.52212,0.0,181.16085,9.791247549019607,12.406301242236024,21796.92797864439,17329.90323240369
335000.0,2,1.75,2.0,0,0,3,7,2006,0,98136,47.5394,-122.387,95.69009,99.034598,24.619295,95.69009,29.195595684803003,30.21602427184466,11904.890046607752,8234.395014154548
243500.0,4,2.5,2.0,0,0,3,7,1988,0,98023,47.2897,-122.372,183.94794,687.760909,0.0,183.94794,3.0557720518708633,11.425192171717171,80837.00203437994,21312.551801341186
1099880.0,5,2.75,2.0,0,0,4,10,2001,0,98199,47.6506,-122.391,327.01856,590.212759,0.0,234.11556,16.084078646308832,29.029020352272724,67274.4690698901,37888.9809801621
153000.0,3,1.0,1.0,0,0,3,7,1962,0,98023,47.322,-122.351,111.4836,975.4815,0.0,125.41905,1.3537294285714285,11.8451325,113021.10803741537,12916.6980614189
430000.0,3,1.5,1.0,0,0,3,8,1939,0,98117,47.687,-122.386,146.78674,464.515,26.94187,145.85771,7.989658,25.283727848101268,48437.617730320875,13885.450416025316
700000.0,3,1.5,1.0,0,0,3,8,1939,0,98117,47.687,-122.386,146.78674,464.515,26.94187,145.85771,13.00642,41.15955696202531,48437.617730320875,13885.450416025316
905000.0,4,2.5,1.0,0,0,3,7,1946,1991,98040,47.5873,-122.249,306.5799,952.25575,84.54173,181.16085,8.20265512195122,25.47794393939394,65067.8664843977,25725.756972325973
247500.0,3,1.75,1.0,0,0,3,7,1967,0,98032,47.3576,-122.277,182.08988,1456.811943,0.0,162.58025,1.46632819973216,11.731373724489796,168089.2974392646,21097.273500317537
199000.0,4,1.5,1.0,0,0,4,7,1975,0,98023,47.3036,-122.378,107.76748,594.5792,0.0,107.76748,2.88870265625,15.937669827586207,68889.05632756746,12486.141459371604
314000.0,3,1.75,1.0,0,0,5,7,1980,0,98038,47.4109,-121.958,168.15443,3883.3454,55.7418,153.28995,0.6978837799043063,16.11687403314917,1453516.0328514688,13024.337211930724
437500.0,3,2.5,2.0,0,2,3,9,1992,0,98045,47.4838,-121.714,215.53496,3423.196841,0.0,236.90265,1.1030765733981056,17.51942349137931,377436.6812697114,24972.282918743207
850830.0,3,2.5,1.5,0,0,5,9,1910,0,98102,47.6415,-122.315,192.30921,1230.128623,74.3224,204.3866,5.969689561966619,38.18582584057971,48437.617730320875,13670.17211500167
555000.0,3,2.0,1.5,0,0,4,7,1929,0,98117,47.6775,-122.372,183.94794,323.116634,50.16762,149.57383,14.824946808510639,26.040992424242425,37436.896548012446,15500.03767370268
699950.0,3,2.25,2.0,0,0,4,8,1983,0,98077,47.7731,-122.08,203.45757,9995.712479,0.0,238.76071,0.6043836945712081,29.69290175799087,514267.5694003423,23572.97396208949
1088000.0,3,2.5,2.0,0,0,3,8,1950,2010,98004,47.5814,-122.196,271.27676,753.722039,0.0,220.18010999999998,12.458827067669171,34.61591232876712,87327.64281024295,31430.631949452654
290000.0,3,1.0,1.0,0,0,3,7,1954,0,98058,47.4375,-122.184,112.41263,3151.176857,0.0,152.36092,0.7943002447006102,22.26600826446281,160489.97341312983,13024.337211930724
375000.0,3,2.5,1.0,0,0,4,8,1978,0,98058,47.4431,-122.133,217.39302,929.494515,81.75464,209.03175,3.48212143928036,14.88830128205128,87855.07464775088,15715.315974726327
460000.0,3,1.0,1.5,0,0,4,7,1939,0,98117,47.6878,-122.38,155.14801,372.076515,46.4515,115.19972,10.670506866416979,25.590047904191618,43109.47977998557,12593.780609883426
188500.0,2,1.75,1.0,0,0,4,8,1985,0,98198,47.3813,-122.322,115.19972,231.607179,0.0,117.98681,7.0245549538708385,14.122754435483872,53453.60214417188,13347.254663466196
680000.0,4,2.5,2.0,0,0,4,10,1991,0,98077,47.7304,-122.082,291.71542,2604.721411,0.0,277.77997,2.2532382209223525,20.11912101910828,376747.79070643574,33798.69326071279
470000.0,5,1.75,2.0,0,0,4,7,1942,0,98052,47.6417,-122.109,188.59309,1146.608826,0.0,232.2575,3.53787149570572,21.509561576354677,101536.01067780373,21850.747553900306
597750.0,4,2.5,2.0,0,0,3,8,1984,0,98027,47.5386,-122.053,214.60593,894.098472,0.0,180.23182,5.7702377649625936,24.040159415584416,103721.08543319376,24864.64376823138
570000.0,3,1.75,1.0,0,0,5,6,1905,0,98103,47.6823,-122.349,117.05778,309.181184,52.02568,128.20614,15.911871995192307,42.027547619047624,38061.203620981025,7534.740535827691
272500.0,3,1.75,1.0,0,0,4,7,1980,0,98038,47.3624,-122.031,143.07062,1170.5778,35.30314,143.07062,2.0092117063492063,16.43900487012987,125464.19383658224,12486.141459371604
329950.0,3,1.75,1.0,0,2,3,7,1971,0,98108,47.5474,-122.295,193.23824,554.538007,92.903,194.16727,5.135423831462557,14.73718502403846,59201.53278150329,11625.02825527701
480000.0,4,2.5,2.0,0,3,3,9,2001,0,98001,47.3183,-122.253,300.07669,1502.334413,65.96113,245.26391999999998,2.7576179580730935,13.806018575851395,91676.26449092064,27125.06592897969
740500.0,3,3.5,2.0,0,0,3,8,1900,1999,98117,47.6981,-122.368,406.91514,589.93405,148.6448,170.01248999999999,10.833806535433071,15.70654600456621,68350.86057500834,29923.683842287115
518500.0,3,3.5,3.0,0,0,3,8,2010,0,98103,47.6824,-122.347,147.71577,102.379106,0.0,150.50286,43.71162023593466,30.29572672955975,34078.55505204353,17114.62493138004
205425.0,2,1.0,1.0,0,0,4,6,1945,0,98178,47.5009,-122.248,81.75464,629.88234,0.0,110.55457,2.8148375774336283,21.6870440625,72979.34404701678,9472.245245040525
171800.0,4,2.0,1.0,0,0,3,6,1950,0,98168,47.4965,-122.303,145.85771,891.8688,0.0,174.65764,1.6625766041666665,10.166073503184714,96875.23546064175,16899.346630356395
535000.0,4,1.0,1.5,0,0,4,7,1925,0,98144,47.587,-122.294,149.57383,277.036746,0.0,149.57383,16.667707914151578,30.871493788819876,43486.21680677696,17329.90323240369
660000.0,3,2.5,1.0,0,2,3,8,1964,0,98177,47.7728,-122.386,222.9672,601.454022,78.03852,217.39302,9.471112140871178,25.548325,116853.06179563631,16791.70747984457
391500.0,3,2.0,1.0,0,0,3,7,1987,0,98034,47.7288,-122.226,134.70935,848.390196,0.0,146.78674,3.9828651445466488,25.08381,97994.68262596472,15607.676824214503
395000.0,2,1.0,1.0,0,0,3,6,1953,0,98117,47.6999,-122.364,71.53531,557.418,0.0,158.86413,6.116114166666666,47.65803246753247,64583.4903070945,8288.21458941046
445000.0,4,1.75,1.5,0,0,5,7,1924,0,98118,47.5299,-122.266,195.09629999999999,408.7732,35.30314,171.87055,9.395871590909092,19.686588095238093,47361.226225202634,18513.933888033756
770000.0,3,2.25,2.0,0,0,3,9,1990,0,98052,47.6897,-122.098,270.34773,947.982212,0.0,250.8381,7.0105164641317135,24.582580756013744,150608.69939614437,31322.99279894083
1450000.0,4,2.75,1.5,0,0,3,8,1914,1992,98004,47.6141,-122.212,255.48325,1652.651467,71.53531,284.28318,7.572620720670077,48.985218181818176,121363.14220208174,21312.551801341186
445000.0,3,2.25,1.0,0,2,3,8,1967,0,98178,47.5091,-122.244,195.09629999999999,761.897503,44.59344,247.12198,5.04107243019144,19.686588095238093,93775.22792590121,17437.542382915515
260000.0,4,2.25,1.0,0,0,3,8,1978,0,98023,47.3129,-122.39,200.67048,818.5683329999999,74.3224,194.16727,2.7414345704233343,11.182768518518518,90416.88642993229,14638.924469608086
822500.0,5,3.5,2.0,0,0,5,7,1926,0,98103,47.6763,-122.352,215.53496,460.79888,55.7418,157.9351,15.405789818548385,32.9365161637931,53389.01865386478,18513.933888033756
430000.0,4,2.5,2.0,0,0,3,7,2004,0,98065,47.5319,-121.85,192.30921,400.41193,0.0,183.01891,9.268744779582367,19.298690821256038,40343.153611831694,22281.3041559476
212000.0,3,1.75,1.0,0,0,4,7,1986,0,98092,47.2761,-122.152,98.47718,731.611125,0.0,131.92226,2.501007746031746,18.5806,82666.86759308095,11409.74995425336
660500.0,4,2.25,1.0,0,0,3,8,1986,0,98027,47.5343,-122.054,186.73503,892.147509,52.95471,191.38018,6.38992309694887,30.52857288557214,105411.0200962294,15500.03767370268
784000.0,3,3.5,1.5,0,0,3,9,1989,0,98052,47.697,-122.072,366.96685,10319.479434,138.42547,230.39944,0.6557189722537315,18.439481518987343,952606.4820296438,26479.231025908743
453246.0,3,2.5,2.0,0,0,3,8,2014,0,98029,47.5517,-121.998,186.73503,212.46916099999999,57.59986,157.00607,18.411855329252294,20.94921051641791,17889.626815065174,14961.841921143558
675000.0,4,3.5,3.0,0,0,3,9,2005,0,98107,47.6734,-122.38,198.81242,211.633034,0.0,143.07062,27.528325285338013,29.303516355140186,24595.54589195182,23034.77820953037
199000.0,3,1.75,1.0,0,0,4,7,1956,0,98003,47.3257,-122.296,122.63195999999999,1615.5831699999999,0.0,143.99965,1.0631223116733755,14.00583106060606,207366.82346102924,14208.36786756079
220000.0,4,1.75,1.0,0,0,3,7,1968,0,98003,47.3309,-122.299,187.66406,728.35952,93.83203,162.58025,2.6069719387755104,10.118148514851486,87618.26851662487,10871.55420169424
452000.0,4,2.25,1.0,0,0,4,8,1968,0,98028,47.7689,-122.266,240.61877,929.215806,116.12875,143.99965,4.198375924815037,16.213187644787645,112332.21747413969,14423.646168584437
382500.0,2,1.0,1.0,0,0,3,6,1981,0,98125,47.7135,-122.287,110.55457,412.48932,0.0,98.47718,8.003467905405405,29.861678571428573,61515.77451750751,12809.058910907075
519950.0,3,2.25,3.0,0,0,3,8,2014,0,98107,47.6722,-122.381,108.69651,116.035847,0.0,125.41905,38.674871777421934,41.28625200854701,14100.728717048965,12593.780609883426
665000.0,2,1.0,1.0,0,0,3,7,1925,0,98119,47.6338,-122.358,103.12233,297.2896,0.0,108.69651,19.3064046875,55.65810360360361,38750.0941842567,11947.945706812481
527700.0,5,2.5,1.0,0,0,4,8,1968,0,98006,47.5707,-122.128,261.98646,870.965625,117.98681,261.98646,5.229324064,17.38472095744681,100911.70360483516,16684.068329332746
205000.0,3,1.0,1.0,0,0,4,7,1962,0,98058,47.4563,-122.171,149.57383,797.0148369999999,55.7418,149.57383,2.219969110618953,11.82926397515528,92343.62722409394,10871.55420169424
420000.0,3,1.0,1.0,0,0,4,7,1923,0,98133,47.7144,-122.351,98.47718,752.235591,11.14836,144.92867999999999,4.81897739903668,36.81062264150943,85465.48550638839,10118.08014811147
500000.0,4,2.25,1.0,0,0,4,8,1961,0,98006,47.5495,-122.174,188.59309,791.254851,60.38695,207.17369,5.453974404132911,22.882512315270937,94980.78641163364,14854.202770631735
921500.0,4,2.5,2.0,0,0,4,9,1994,0,98077,47.7421,-122.026,340.95401,29299.190722,0.0,263.84452,0.27145584131856143,23.32700667574932,947127.649268592,39503.56823783947
890000.0,4,1.0,2.0,0,0,3,8,1905,0,98109,47.6354,-122.353,236.90265,371.612,16.72254,204.3866,20.6709175,32.42496862745098,43055.66020472966,25510.478671302328
430000.0,2,2.5,2.0,0,0,3,7,2007,0,98027,47.5262,-121.943,224.82526,5665.596552,0.0,180.23182,0.6550618194936377,16.507557851239667,2086498.8213513019,26048.67442386145
